1,8,1369
1,9,17443
1,10,22523
1,11,11085
1,12,2473
1,13,6084
1,14,12156
1,15,18176
1,16,5048
1,17,189
2,8,1429
2,9,8717
2,10,11742
2,11,12639
2,12,4078
2,13,6735
2,14,8939
2,15,11341
2,16,6782
2,17,397
3,8,8845
3,9,79922
3,10,105121
3,11,68009
3,12,16831
3,13,58832
3,14,100848
3,15,90291
3,16,31015
3,17,1638
4,8,7890
4,9,64033
4,10,82139
4,11,56942
4,12,15700
4,13,45614
4,14,77385
4,15,74534
4,16,28250
4,17,2068
